ID;Actif (0/1);Nom;Catégories (x,y,z...);Prix de vente TTC;ID règles de taxes;Prix d'achat;Référence;fournisseur;Fabricant;EAN-13;Quantité;Caractéristique;;;;;
5536;0;Lunettes de vue Valentino 0VA3013 5011 51;32,63,100;139,99;1;87,19;0VA3013 5011 51;3;22;8053672974256;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:17mm,Largeur du pont:119mm,Hauteur d'un verre:41.5mm;;;;;
5537;0;Lunettes de vue Valentino 0VA3017 5011 52;32,63,100;139,99;1;87,19;0VA3017 5011 52;3;22;8053672848229;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:17mm,Largeur du pont:121mm,Hauteur d'un verre:42.6mm;;;;;
5538;0;Lunettes de vue Valentino 0VA3017 5020 54;32,63,100;139,99;1;87,19;0VA3017 5020 54;3;22;8053672848236;10;Longueur des branches:140mm,Largeur d'un verre:54mm,Largeur du pont:17mm,Largeur du pont:125mm,Hauteur d'un verre:44.2mm;;;;;
5539;0;Lunettes de vue Valentino 0VA3016 5001 53;32,63,100;139,99;1;87,19;0VA3016 5001 53;3;22;8053672848120;10;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:19mm,Largeur du pont:125mm,Hauteur d'un verre:40.4mm;;;;;
5540;0;Lunettes de vue Valentino 0VA3016 5031 51;32,63,100;139,99;1;87,19;0VA3016 5031 51;3;22;8053672848175;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:19mm,Largeur du pont:121mm,Hauteur d'un verre:38.8mm;;;;;
5541;0;Lunettes de vue Valentino 0VA3016 5032 51;32,63,100;139,99;1;87,19;0VA3016 5032 51;3;22;8053672848151;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:19mm,Largeur du pont:121mm,Hauteur d'un verre:38.8mm;;;;;
5542;0;Lunettes de vue Valentino 0VA3026 5001 52;32,63,100;139,99;1;87,19;0VA3026 5001 52;3;22;8053672960907;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:19mm,Largeur du pont:123mm,Hauteur d'un verre:42.0mm;;;;;
5543;0;Lunettes de vue Valentino 0VA3027 5002 51;32,63,100;159,99;1;94,59;0VA3027 5002 51;3;22;8053672961096;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:16mm,Largeur du pont:118mm,Hauteur d'un verre:44.4mm;;;;;
5544;0;Lunettes de vue Valentino 0VA3027 5031 53;32,63,100;159,99;1;94,59;0VA3027 5031 53;3;22;8053672961126;10;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:16mm,Largeur du pont:122mm,Hauteur d'un verre:46.1mm;;;;;
5545;0;Lunettes de vue Valentino 0VA3030 5098 51;32,63,100;129,99;1;79,63;0VA3030 5098 51;3;22;8053672963519;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:18mm,Largeur du pont:120mm,Hauteur d'un verre:44.5mm;;;;;
5546;0;Lunettes de vue Valentino 0VA3031 5001 52;32,63,100;159,99;1;94,59;0VA3031 5001 52;3;22;8053672972702;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:17mm,Largeur du pont:121mm,Hauteur d'un verre:36.5mm;;;;;
5547;0;Lunettes de vue Valentino 0VA3003 5035 53;32,63,100;139,99;1;87,19;0VA3003 5035 53;3;22;8053672705195;10;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:19mm,Largeur du pont:125mm,Hauteur d'un verre:43.0mm;;;;;
5548;0;Lunettes de vue Valentino 0VA1004 3009 52;32,63,100;169,99;1;102;0VA1004 3009 52;3;22;8053672704976;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:19mm,Largeur du pont:123mm,Hauteur d'un verre:44.3mm;;;;;
5549;0;Lunettes de vue Valentino 0VA1004 3010 52;32,63,100;169,99;1;102;0VA1004 3010 52;3;22;8053672704990;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:19mm,Largeur du pont:123mm,Hauteur d'un verre:44.3mm;;;;;
5550;0;Lunettes de vue Valentino 0VA3005 5028 51;32,63,100;159,99;1;94,59;0VA3005 5028 51;3;22;8053672705270;10;Longueur des branches:135mm,Largeur d'un verre:51mm,Largeur du pont:17mm,Largeur du pont:119mm,Hauteur d'un verre:42.3mm;;;;;
5551;0;Lunettes de vue Valentino 0VA3005 5029 51;32,63,100;159,99;1;94,59;0VA3005 5029 51;3;22;8053672705294;10;Longueur des branches:135mm,Largeur d'un verre:51mm,Largeur du pont:17mm,Largeur du pont:119mm,Hauteur d'un verre:42.3mm;;;;;
5552;0;Lunettes de vue Valentino 0VA3008 5022 51;32,63,100;139,99;1;87,19;0VA3008 5022 51;3;22;8053672705546;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:16mm,Largeur du pont:118mm,Hauteur d'un verre:40.7mm;;;;;
5553;0;Lunettes de vue Valentino 0VA3008 5023 51;32,63,100;139,99;1;87,19;0VA3008 5023 51;3;22;8053672705560;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:16mm,Largeur du pont:118mm,Hauteur d'un verre:40.7mm;;;;;
5554;0;Lunettes de vue Valentino 0VA3009 5002 52;32,63,100;119,99;1;72,37;0VA3009 5002 52;3;22;8053672705607;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:19mm,Largeur du pont:123mm,Hauteur d'un verre:42.1mm;;;;;
5555;0;Lunettes de vue Valentino 0VA3009 5001 54;32,63,100;119,99;1;72,37;0VA3009 5001 54;3;22;8053672972344;10;Longueur des branches:140mm,Largeur d'un verre:54mm,Largeur du pont:19mm,Largeur du pont:127mm,Hauteur d'un verre:43.8mm;;;;;
5556;0;Lunettes de vue Valentino 0VA3027 5002 53;32,63,100;159,99;1;94,59;0VA3027 5002 53;3;22;8053672961102;10;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:16mm,Largeur du pont:122mm,Hauteur d'un verre:46.1mm;;;;;
5557;0;Lunettes de vue Valentino 0VA3029 5020 53;32,63,100;129,99;1;79,63;0VA3029 5020 53;3;22;8053672961386;10;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:18mm,Largeur du pont:124mm,Hauteur d'un verre:41.2mm;;;;;
5558;0;Lunettes de vue Valentino 0VA3002 5033 51;32,63,100;139,99;1;87,19;0VA3002 5033 51;3;22;8053672705058;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:20mm,Largeur du pont:122mm,Hauteur d'un verre:45.7mm;;;;;
5559;0;Lunettes de vue Valentino 0VA3002 5034 49;32,63,100;139,99;1;87,19;0VA3002 5034 49;3;22;8053672705065;10;Longueur des branches:140mm,Largeur d'un verre:49mm,Largeur du pont:20mm,Largeur du pont:118mm,Hauteur d'un verre:43.9mm;;;;;
5560;0;Lunettes de vue Valentino 0VA3003 5001 53;32,63,100;139,99;1;87,19;0VA3003 5001 53;3;22;8053672705119;10;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:19mm,Largeur du pont:125mm,Hauteur d'un verre:43.0mm;;;;;
5561;0;Lunettes de vue Valentino 0VA3003 5033 53;32,63,100;139,99;1;87,19;0VA3003 5033 53;3;22;8053672738193;10;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:19mm,Largeur du pont:125mm,Hauteur d'un verre:43.0mm;;;;;
5562;0;Lunettes de vue Valentino 0VA1002 3005 50;32,63,100;159,99;1;94,59;0VA1002 3005 50;3;22;8053672704860;10;Longueur des branches:135mm,Largeur d'un verre:50mm,Largeur du pont:19mm,Largeur du pont:119mm,Hauteur d'un verre:41.8mm;;;;;
5563;0;Lunettes de vue Valentino 0VA1004 3007 52;32,63,100;169,99;1;102;0VA1004 3007 52;3;22;8053672704938;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:19mm,Largeur du pont:123mm,Hauteur d'un verre:44.3mm;;;;;
5564;0;Lunettes de vue Valentino 0VA1003 3012 53;32,63,100;159,99;1;94,59;0VA1003 3012 53;3;22;8053672704891;10;Longueur des branches:135mm,Largeur d'un verre:53mm,Largeur du pont:17mm,Largeur du pont:123mm,Hauteur d'un verre:45.9mm;;;;;
5565;0;Lunettes de vue Valentino 0VA3005 5028 49;32,63,100;159,99;1;94,59;0VA3005 5028 49;3;22;8053672705263;10;Longueur des branches:135mm,Largeur d'un verre:49mm,Largeur du pont:17mm,Largeur du pont:115mm,Hauteur d'un verre:40.7mm;;;;;
5566;0;Lunettes de vue Valentino 0VA3008 5021 53;32,63,100;139,99;1;87,19;0VA3008 5021 53;3;22;8053672705515;10;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:16mm,Largeur du pont:122mm,Hauteur d'un verre:42.3mm;;;;;
5567;0;Lunettes de vue Valentino 0VA3008 5033 51;32,63,100;139,99;1;87,19;0VA3008 5033 51;3;22;8053672737783;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:16mm,Largeur du pont:118mm,Hauteur d'un verre:40.7mm;;;;;
5568;0;Lunettes de vue Valentino 0VA3008 5001 51;32,63,100;139,99;1;87,19;0VA3008 5001 51;3;22;8053672974232;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:16mm,Largeur du pont:118mm,Hauteur d'un verre:40.7mm;;;;;
5569;0;Lunettes de vue Valentino 0VA3009 5039 50;32,63,100;119,99;1;72,37;0VA3009 5039 50;3;22;8053672737950;10;Longueur des branches:140mm,Largeur d'un verre:50mm,Largeur du pont:19mm,Largeur du pont:119mm,Hauteur d'un verre:40.5mm;;;;;
5570;0;Lunettes de vue Valentino 0VA3010 5005 52;32,63,100;119,99;1;72,37;0VA3010 5005 52;3;22;8053672705768;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:20mm,Largeur du pont:124mm,Hauteur d'un verre:41.4mm;;;;;
5571;0;Lunettes de vue Valentino 0VA3010 5115 50;32,63,100;119,99;1;72,37;0VA3010 5115 50;3;22;8053672974331;10;Longueur des branches:140mm,Largeur d'un verre:50mm,Largeur du pont:20mm,Largeur du pont:120mm,Hauteur d'un verre:39.8mm;;;;;
5572;0;Lunettes de vue Valentino 0VA3006 5029 49;32,63,100;159,99;1;94,59;0VA3006 5029 49;3;22;8053672705386;10;Longueur des branches:135mm,Largeur d'un verre:49mm,Largeur du pont:18mm,Largeur du pont:116mm,Hauteur d'un verre:42.1mm;;;;;
5573;0;Lunettes de vue Valentino 0VA3006 5029 51;32,63,100;159,99;1;94,59;0VA3006 5029 51;3;22;8053672705393;10;Longueur des branches:135mm,Largeur d'un verre:51mm,Largeur du pont:18mm,Largeur du pont:120mm,Hauteur d'un verre:43.8mm;;;;;
5574;0;Lunettes de vue Valentino 0VA3006 5052 49;32,63,100;159,99;1;94,59;0VA3006 5052 49;3;22;8053672832389;10;Longueur des branches:135mm,Largeur d'un verre:49mm,Largeur du pont:18mm,Largeur du pont:116mm,Hauteur d'un verre:42.1mm;;;;;
5575;0;Lunettes de vue Valentino 0VA3011 5006 51;32,63,100;139,99;1;87,19;0VA3011 5006 51;3;22;8053672773675;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:16mm,Largeur du pont:118mm,Hauteur d'un verre:43.6mm;;;;;
5576;0;Lunettes de vue Valentino 0VA3011 5011 51;32,63,100;139,99;1;87,19;0VA3011 5011 51;3;22;8053672773651;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:16mm,Largeur du pont:118mm,Hauteur d'un verre:43.6mm;;;;;
5577;0;Lunettes de vue Valentino 0VA3015 5031 51;32,63,100;169,99;1;102;0VA3015 5031 51;3;22;8053672814835;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:18mm,Largeur du pont:120mm,Hauteur d'un verre:47.6mm;;;;;
5578;0;Lunettes de vue Valentino 0VA3014 5001 53;32,63,100;139,99;1;87,19;0VA3014 5001 53;3;22;8053672814569;10;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:17mm,Largeur du pont:123mm,Hauteur d'un verre:46.8mm;;;;;
5579;0;Lunettes de vue Valentino 0VA1009 3003 53;32,63,100;159,99;1;94,59;0VA1009 3003 53;3;22;8053672975383;10;Longueur des branches:140mm,Largeur d'un verre:53,7mm,Largeur du pont:17mm,Largeur du pont:124,4mm,Hauteur d'un verre:47.8mm;;;;;
5580;0;Lunettes de vue Valentino 0VA1009 3036 51;32,63,100;159,99;1;94,59;0VA1009 3036 51;3;22;8053672975390;10;Longueur des branches:135mm,Largeur d'un verre:51,1mm,Largeur du pont:17mm,Largeur du pont:119,2mm,Hauteur d'un verre:45.4mm;;;;;
5581;0;Lunettes de vue Valentino 0VA3013 5057 53;32,63,100;139,99;1;87,19;0VA3013 5057 53;3;22;8053672814446;10;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:17mm,Largeur du pont:123mm,Hauteur d'un verre:43.1mm;;;;;
5582;0;Lunettes de vue Valentino 0VA3013 5058 51;32,63,100;139,99;1;87,19;0VA3013 5058 51;3;22;8053672814453;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:17mm,Largeur du pont:119mm,Hauteur d'un verre:41.5mm;;;;;
5583;0;Lunettes de vue Valentino 0VA1010 3032 57;32,63,100;159,99;1;94,59;0VA1010 3032 57;3;22;8053672884623;10;Longueur des branches:140mm,Largeur d'un verre:56,5mm,Largeur du pont:17mm,Largeur du pont:130mm,Hauteur d'un verre:44.9mm;;;;;
5584;0;Lunettes de vue Valentino 0VA3023 5089 52;32,63,100;169,99;1;102;0VA3023 5089 52;3;22;8053672888393;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:17mm,Largeur du pont:121mm,Hauteur d'un verre:42.8mm;;;;;
5585;0;Lunettes de vue Valentino 0VA3023 5086 50;32,63,100;169,99;1;102;0VA3023 5086 50;3;22;8053672888409;10;Longueur des branches:140mm,Largeur d'un verre:50mm,Largeur du pont:17mm,Largeur du pont:117mm,Hauteur d'un verre:41.1mm;;;;;
5586;0;Lunettes de vue Valentino 0VA3024 5002 50;32,63,100;169,99;1;102;0VA3024 5002 50;3;22;8053672888485;10;Longueur des branches:140mm,Largeur d'un verre:50mm,Largeur du pont:20mm,Largeur du pont:120mm,Hauteur d'un verre:45.1mm;;;;;
5587;0;Lunettes de vue Valentino 0VA3022 5004 52;32,63,100;139,99;1;87,19;0VA3022 5004 52;3;22;8053672888324;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:18mm,Largeur du pont:122mm,Hauteur d'un verre:42.4mm;;;;;
5588;0;Lunettes de vue Valentino 0VA3022 5093 50;32,63,100;139,99;1;87,19;0VA3022 5093 50;3;22;8053672888355;10;Longueur des branches:140mm,Largeur d'un verre:50mm,Largeur du pont:18mm,Largeur du pont:118mm,Hauteur d'un verre:40.8mm;;;;;
5589;0;Lunettes de vue Valentino 0VA3026 5001 50;32,63,100;139,99;1;87,19;0VA3026 5001 50;3;22;8053672960891;10;Longueur des branches:140mm,Largeur d'un verre:50mm,Largeur du pont:19mm,Largeur du pont:119mm,Hauteur d'un verre:40.4mm;;;;;
5590;0;Lunettes de vue Valentino 0VA3028 5102 52;32,63,100;159,99;1;94,59;0VA3028 5102 52;3;22;8053672961270;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:18mm,Largeur du pont:122mm,Hauteur d'un verre:43.7mm;;;;;
5591;0;Lunettes de vue Valentino 0VA3030 5097 53;32,63,100;129,99;1;79,63;0VA3030 5097 53;3;22;8053672963427;10;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:18mm,Largeur du pont:124mm,Hauteur d'un verre:46.2mm;;;;;
5592;0;Lunettes de vue Valentino 0VA3020 5020 52;32,63,100;139,99;1;87,19;0VA3020 5020 52;3;22;8053672848939;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:17mm,Largeur du pont:121mm,Hauteur d'un verre:38.2mm;;;;;
5593;0;Lunettes de vue Valentino 0VA3020 5020 54;32,63,100;139,99;1;87,19;0VA3020 5020 54;3;22;8053672848946;10;Longueur des branches:140mm,Largeur d'un verre:54mm,Largeur du pont:17mm,Largeur du pont:125mm,Hauteur d'un verre:39.6mm;;;;;
5594;0;Lunettes de vue Valentino 0VA1011 3043 53;32,63,100;169,99;1;102;0VA1011 3043 53;3;22;8053672847970;10;Longueur des branches:135mm,Largeur d'un verre:53mm,Largeur du pont:18mm,Largeur du pont:124mm,Hauteur d'un verre:45.5mm;;;;;
5595;0;Lunettes de vue Valentino 0VA3018 5070 50;32,63,100;169,99;1;102;0VA3018 5070 50;3;22;8053672848298;10;Longueur des branches:140mm,Largeur d'un verre:50,1mm,Largeur du pont:18mm,Largeur du pont:118,2mm,Hauteur d'un verre:45.2mm;;;;;
5596;0;Lunettes de vue Valentino 0VA3019 5074 51;32,63,100;169,99;1;102;0VA3019 5074 51;3;22;8053672848342;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:18mm,Largeur du pont:120mm,Hauteur d'un verre:43.7mm;;;;;
5597;0;Lunettes de vue Valentino 0VA3002 5035 51;32,63,100;139,99;1;87,19;0VA3002 5035 51;3;22;8053672705096;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:20mm,Largeur du pont:122mm,Hauteur d'un verre:45.7mm;;;;;
5598;0;Lunettes de vue Valentino 0VA3003 5035 51;32,63,100;139,99;1;87,19;0VA3003 5035 51;3;22;8053672705188;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:19mm,Largeur du pont:121mm,Hauteur d'un verre:41.4mm;;;;;
5599;0;Lunettes de vue Valentino 0VA1002 3004 50;32,63,100;159,99;1;94,59;0VA1002 3004 50;3;22;8053672704853;10;Longueur des branches:135mm,Largeur d'un verre:50mm,Largeur du pont:19mm,Largeur du pont:119mm,Hauteur d'un verre:41.8mm;;;;;
5600;0;Lunettes de vue Valentino 0VA1004 3010 50;32,63,100;169,99;1;102;0VA1004 3010 50;3;22;8053672704983;10;Longueur des branches:140mm,Largeur d'un verre:50mm,Largeur du pont:19mm,Largeur du pont:119mm,Hauteur d'un verre:42.6mm;;;;;
5601;0;Lunettes de vue Valentino 0VA1004 3049 52;32,63,100;169,99;1;102;0VA1004 3049 52;3;22;8053672973860;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:19mm,Largeur du pont:123mm,Hauteur d'un verre:44.3mm;;;;;
5602;0;Lunettes de vue Valentino 0VA1003 3011 53;32,63,100;159,99;1;94,59;0VA1003 3011 53;3;22;8053672704884;10;Longueur des branches:135mm,Largeur d'un verre:53mm,Largeur du pont:17mm,Largeur du pont:123mm,Hauteur d'un verre:45.9mm;;;;;
5603;0;Lunettes de vue Valentino 0VA3008 5023 53;32,63,100;139,99;1;87,19;0VA3008 5023 53;3;22;8053672705577;10;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:16mm,Largeur du pont:122mm,Hauteur d'un verre:42.3mm;;;;;
5604;0;Lunettes de vue Valentino 0VA3008 5097 51;32,63,100;139,99;1;87,19;0VA3008 5097 51;3;22;8053672974218;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:16mm,Largeur du pont:118mm,Hauteur d'un verre:40.7mm;;;;;
5605;0;Lunettes de vue Valentino 0VA3009 5033 50;32,63,100;119,99;1;72,37;0VA3009 5033 50;3;22;8053672737936;10;Longueur des branches:140mm,Largeur d'un verre:50mm,Largeur du pont:19mm,Largeur du pont:119mm,Hauteur d'un verre:40.5mm;;;;;
5606;0;Lunettes de vue Valentino 0VA3009 5038 52;32,63,100;119,99;1;72,37;0VA3009 5038 52;3;22;8053672737905;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:19mm,Largeur du pont:123mm,Hauteur d'un verre:42.1mm;;;;;
5607;0;Lunettes de vue Valentino 0VA3009 5038 54;32,63,100;119,99;1;72,37;0VA3009 5038 54;3;22;8053672972276;10;Longueur des branches:140mm,Largeur d'un verre:54mm,Largeur du pont:19mm,Largeur du pont:127mm,Hauteur d'un verre:43.8mm;;;;;
5608;0;Lunettes de vue Valentino 0VA3006 5028 51;32,63,100;159,99;1;94,59;0VA3006 5028 51;3;22;8053672705379;10;Longueur des branches:135mm,Largeur d'un verre:51mm,Largeur du pont:18mm,Largeur du pont:120mm,Hauteur d'un verre:43.8mm;;;;;
5609;0;Lunettes de vue Valentino 0VA1008 3006 54;32,63,100;159,99;1;94,59;0VA1008 3006 54;3;22;8053672773613;10;Longueur des branches:140mm,Largeur d'un verre:54mm,Largeur du pont:17mm,Largeur du pont:125mm,Hauteur d'un verre:46.8mm;;;;;
5610;0;Lunettes de vue Valentino 0VA1006 3005 51;32,63,100;169,99;1;102;0VA1006 3005 51;3;22;8053672773446;10;Longueur des branches:135mm,Largeur d'un verre:50,9mm,Largeur du pont:18mm,Largeur du pont:119,8mm,Hauteur d'un verre:40.8mm;;;;;
5611;0;Lunettes de vue Valentino 0VA1007 3023 47;32,63,100;159,99;1;94,59;0VA1007 3023 47;3;22;8053672773545;10;Longueur des branches:140mm,Largeur d'un verre:47mm,Largeur du pont:22mm,Largeur du pont:116mm,Hauteur d'un verre:43.7mm;;;;;
5612;0;Lunettes de vue Valentino 0VA1007 3027 47;32,63,100;159,99;1;94,59;0VA1007 3027 47;3;22;8053672773583;10;Longueur des branches:140mm,Largeur d'un verre:47mm,Largeur du pont:22mm,Largeur du pont:116mm,Hauteur d'un verre:43.7mm;;;;;
5613;0;Lunettes de vue Valentino 0VA3020 5001 54;32,63,100;139,99;1;87,19;0VA3020 5001 54;3;22;8053672848908;10;Longueur des branches:140mm,Largeur d'un verre:54mm,Largeur du pont:17mm,Largeur du pont:125mm,Hauteur d'un verre:39.6mm;;;;;
5614;0;Lunettes de vue Valentino 0VA3020 5011 54;32,63,100;139,99;1;87,19;0VA3020 5011 54;3;22;8053672848922;10;Longueur des branches:140mm,Largeur d'un verre:54mm,Largeur du pont:17mm,Largeur du pont:125mm,Hauteur d'un verre:39.6mm;;;;;
5615;0;Lunettes de vue Valentino 0VA3017 5001 54;32,63,100;139,99;1;87,19;0VA3017 5001 54;3;22;8053672848199;10;Longueur des branches:140mm,Largeur d'un verre:54mm,Largeur du pont:17mm,Largeur du pont:125mm,Hauteur d'un verre:44.2mm;;;;;
5616;0;Lunettes de vue Valentino 0VA3019 5070 51;32,63,100;169,99;1;102;0VA3019 5070 51;3;22;8053672848335;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:18mm,Largeur du pont:120mm,Hauteur d'un verre:43.7mm;;;;;
5617;0;Lunettes de vue Valentino 0VA3023 5086 52;32,63,100;169,99;1;102;0VA3023 5086 52;3;22;8053672888416;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:17mm,Largeur du pont:121mm,Hauteur d'un verre:42.8mm;;;;;
5618;0;Lunettes de vue Valentino 0VA1012 3015 55;32,63,100;159,99;1;94,59;0VA1012 3015 55;3;22;8053672888126;10;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:16mm,Largeur du pont:126mm,Hauteur d'un verre:45.5mm;;;;;
5619;0;Lunettes de vue Valentino 0VA3022 5093 52;32,63,100;139,99;1;87,19;0VA3022 5093 52;3;22;8053672888348;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:18mm,Largeur du pont:122mm,Hauteur d'un verre:42.4mm;;;;;
5620;0;Lunettes de vue Valentino 0VA3022 5096 52;32,63,100;139,99;1;87,19;0VA3022 5096 52;3;22;8053672888300;10;Longueur des branches:140mm,Largeur d'un verre:52mm,Largeur du pont:18mm,Largeur du pont:122mm,Hauteur d'un verre:42.4mm;;;;;
5621;0;Lunettes de vue Valentino 0VA3014 5061 53;32,63,100;139,99;1;87,19;0VA3014 5061 53;3;22;8053672814644;10;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:17mm,Largeur du pont:123mm,Hauteur d'un verre:46.8mm;;;;;
5622;0;Lunettes de vue Valentino 0VA3014 5011 51;32,63,100;139,99;1;87,19;0VA3014 5011 51;3;22;8053672974317;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:17mm,Largeur du pont:119mm,Hauteur d'un verre:45.0mm;;;;;
5623;0;Lunettes de vue Valentino 0VA1009 3030 53;32,63,100;159,99;1;94,59;0VA1009 3030 53;3;22;8053672814255;10;Longueur des branches:140mm,Largeur d'un verre:53,7mm,Largeur du pont:17mm,Largeur du pont:124,4mm,Hauteur d'un verre:47.8mm;;;;;
5624;0;Lunettes de vue Valentino 0VA1009 3033 51;32,63,100;159,99;1;94,59;0VA1009 3033 51;3;22;8053672814323;10;Longueur des branches:135mm,Largeur d'un verre:51,1mm,Largeur du pont:17mm,Largeur du pont:119,2mm,Hauteur d'un verre:45.4mm;;;;;
5625;0;Lunettes de vue Valentino 0VA1009 3003 51;32,63,100;159,99;1;94,59;0VA1009 3003 51;3;22;8053672975376;10;Longueur des branches:135mm,Largeur d'un verre:51,1mm,Largeur du pont:17mm,Largeur du pont:119,2mm,Hauteur d'un verre:45.4mm;;;;;
5626;0;Lunettes de vue Valentino 0VA3013 5001 51;32,63,100;139,99;1;87,19;0VA3013 5001 51;3;22;8053672814378;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:17mm,Largeur du pont:119mm,Hauteur d'un verre:41.5mm;;;;;
5627;0;Lunettes de vue Valentino 0VA1010 3035 57;32,63,100;159,99;1;94,59;0VA1010 3035 57;3;22;8053672884630;10;Longueur des branches:140mm,Largeur d'un verre:56,5mm,Largeur du pont:17mm,Largeur du pont:130mm,Hauteur d'un verre:44.9mm;;;;;
5628;0;Lunettes de vue Valentino 0VA1010 3034 57;32,63,100;159,99;1;94,59;0VA1010 3034 57;3;22;8053672884647;10;Longueur des branches:140mm,Largeur d'un verre:56,5mm,Largeur du pont:17mm,Largeur du pont:130mm,Hauteur d'un verre:44.9mm;;;;;
5629;0;Lunettes de vue Valentino 0VA3021 5085 51;32,63,100;169,99;1;102;0VA3021 5085 51;3;22;8053672888294;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:17mm,Largeur du pont:119mm,Hauteur d'un verre:43.0mm;;;;;
5630;0;Lunettes de vue Valentino 0VA3021 5086 53;32,63,100;169,99;1;102;0VA3021 5086 53;3;22;8053672888249;10;Longueur des branches:140mm,Largeur d'un verre:53mm,Largeur du pont:17mm,Largeur du pont:123mm,Hauteur d'un verre:44.7mm;;;;;
5631;0;Lunettes de vue Valentino 0VA3021 5087 51;32,63,100;169,99;1;102;0VA3021 5087 51;3;22;8053672888270;10;Longueur des branches:140mm,Largeur d'un verre:51mm,Largeur du pont:17mm,Largeur du pont:119mm,Hauteur d'un verre:43.0mm;;;;;
5632;0;Lunettes de vue Valentino 0VA3023 5089 50;32,63,100;169,99;1;102;0VA3023 5089 50;3;22;8053672888386;10;Longueur des branches:140mm,Largeur d'un verre:50mm,Largeur du pont:17mm,Largeur du pont:117mm,Hauteur d'un verre:41.1mm;;;;;
5633;0;Lunettes de vue Valentino 0VA3024 5079 50;32,63,100;169,99;1;102;0VA3024 5079 50;3;22;8053672888478;10;Longueur des branches:140mm,Largeur d'un verre:50mm,Largeur du pont:20mm,Largeur du pont:120mm,Hauteur d'un verre:45.1mm;;;;;
5634;0;Lunettes de vue Valentino 0VA1012 3016 55;32,63,100;159,99;1;94,59;0VA1012 3016 55;3;22;8053672888133;10;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:16mm,Largeur du pont:126mm,Hauteur d'un verre:45.5mm;;;;;
