ID;Actif (0/1);Nom;Catégories (x,y,z...);Prix de vente TTC;ID règles de taxes;Prix d'achat;Référence;fournisseur;Fabricant;EAN-13;Quantité;Caractéristique
2184;0;Bulgari 0BV8184B 53768G;82,69;199;1;127;0BV8184B 53768G;3;30;8053672652086;10;Longueur des branches:145mm,Largeur d'un verre:53mm,Largeur du pont:22mm,Largeur totale:273mm,Hauteur d'un verre:47.9mm,Matière:Plastique,Forme:Pantos,Genre:Femme,Couleur:gris_606060
2185;0;Bulgari 0BV6086B 20148G;82,69;189;1;118.67;0BV6086B 20148G;3;30;8053672640298;10;Longueur des branches:135mm,Largeur d'un verre:60mm,Largeur du pont:16mm,Largeur totale:271mm,Hauteur d'un verre:51.3mm,Matière:Métal,Forme:Pilote,Genre:Femme,Couleur:gris_606060
2186;0;Bulgari 0BV8188B 504/13;82,69;219;1;135.33;0BV8188B 504/13;3;30;8053672703139;10;Longueur des branches:145mm,Largeur d'un verre:57mm,Largeur du pont:16mm,Largeur totale:275mm,Hauteur d'un verre:50.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:Gris_606060
2187;0;Bulgari 0BV6095 20274Z;82,69;219;1;135.33;0BV6095 20274Z;3;30;8053672750645;10;Longueur des branches:145mm,Largeur d'un verre:53mm,Largeur du pont:20mm,Largeur totale:271mm,Hauteur d'un verre:49.6mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:gris_606060
2188;0;Bulgari 0BV8194BF 504/13;82,69;189;1;118.67;0BV8194BF 504/13;3;30;8053672770513;10;Longueur des branches:140mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:271mm,Hauteur d'un verre:49.6mm,Matière:Plastique,Forme:Carré,Genre:Femme,Couleur:marron_582900
2189;0;Bulgari 0BV8190KB 5195T3;82,69;539;1;340;0BV8190KB 5195T3;3;30;8053672775945;10;Longueur des branches:140mm,Largeur d'un verre:55mm,Largeur du pont:19mm,Largeur totale:269mm,Hauteur d'un verre:48mm,Matière:Plastique,Forme:Papillon,Genre:Femme,Couleur:gris_606060
2190;0;Bulgari 0BV5040K 200681;82,68;539;1;340;0BV5040K 200681;3;30;8053672770773;10;Longueur des branches:145mm,Largeur d'un verre:60mm,Largeur du pont:15mm,Largeur totale:280mm,Hauteur d'un verre:49.4mm,Matière:Métal,Forme:Rectangle,Genre:Homme,Couleur:gris_606060
2191;0;Bulgari 0BV6096 20204L;82,69;189;1;118.67;0BV6096 20204L;3;30;8053672776560;10;Longueur des branches:140mm,Largeur d'un verre:58.5mm,Largeur du pont:15mm,Largeur totale:272mm,Hauteur d'un verre:50.2mm,Matière:Métal,Forme:Ronde,Genre:Femme,Couleur:gris_606060
2192;0;Bulgari 0BV6092B 20148G;82,69;239;1;147.83;0BV6092B 20148G;3;30;8053672768794;10;Longueur des branches:135mm,Largeur d'un verre:57mm,Largeur du pont:17mm,Largeur totale:266mm,Hauteur d'un verre:51.3mm,Matière:Métal,Forme:Papillon,Genre:Femme,Couleur:gris_606060
2193;0;Bulgari 0BV5042 195/87;82,68;189;1;118.67;0BV5042 195/87;3;30;8053672768350;10;Longueur des branches:145mm,Largeur d'un verre:50mm,Largeur du pont:22mm,Largeur totale:267mm,Hauteur d'un verre:49.2mm,Matière:Métal,Forme:Ronde,Genre:Homme,Couleur:gris_606060
